id|token|source_id|attrib|object|value|update_type|attrib_type
-821375487|10327794367142|13|id|cdbf56f2-09ee-44e0-cd81-49f9f344287e|cdbf56f2-09ee-44e0-cd81-49f9f344287e|query|
-818210820|10327786387701|2|date_entered|542c5954-11e9-bdb6-4379-49780dfdf366|2009-04-21 01:01:40|query|
-817428388|10327790661360|11|assigned_user_id|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|746204a9-edb3-2e41-b8c1-49ed199f3ca7|query|
-814028506|10327800511828|18|id|3e370c6d-20ee-7a7c-c091-49e7d3684760|3e370c6d-20ee-7a7c-c091-49e7d3684760|query|
-813639265|10327784365113|1|industry|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|Media|query|
-806764956|10327803392931|19|last_name|1|Administrator|query|
-802086862|10327786387701|2|case_number|542c5954-11e9-bdb6-4379-49780dfdf366|3|query|
-800912122|10327790661360|11|title|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|CEO|query|
-800787948|10327790661360|11|phone_work|dc38e628-5bcd-5ab5-5fff-497df5448004|555-123-1797|query|
-800704784|10327790661360|11|primary_address_country|e80415ce-2841-3e79-5d55-498d1ee7f2bf|USA|query|
-797386630|10327784365113|1|billing_address_postalcode|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|95014|query|
-792436344|10327803392931|19|modified_user_id|836367bb-71c2-2925-635e-49e907ca2537|1|query|
-785130059|10327800511828|18|name|8fcea9f8-c4ef-3b87-66e4-49e907ccfa84|USA West Region|query|
-784207874|10327784365113|1|id|a0a732a8-183d-218c-fb24-4977bd98cb86|a0a732a8-183d-218c-fb24-4977bd98cb86|query|
-783273074|10327792887443|12|do_not_call|3d3649cc-facc-ebf8-c59e-499f3f6dd277|0|query|
-782311572|10327790661360|11|date_entered|7b936afa-05a2-31c2-cefc-497df43ffd93|2009-04-21 00:56:51|query|
-781675371|10327790661360|11|team_id|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|1|query|
-781329199|10327786387701|2|type|542c5954-11e9-bdb6-4379-49780dfdf366|Administration|query|
-778534358|10327784365113|1|team_name|ad7ee7a3-9c00-186a-5483-4977be678314|(admin)|query|
-778488156|10327784365113|1|assigned_user_id|a0a732a8-183d-218c-fb24-4977bd98cb86|1|query|
-775398341|10327786387701|2|created_by_name|34014e97-88b5-d41d-3a90-4991ed6f9820|admin|query|
-768850498|10327790661360|11|date_modified|10d0f082-e969-71aa-91ec-49a841b87e35|2009-04-21 00:56:50|query|
-768297929|10327790661360|11|assigned_user_name|e80415ce-2841-3e79-5d55-498d1ee7f2bf|John Insales|query|
-760275894|10327792887443|12|assigned_user_id|6307e67c-9b4e-96dd-6877-4994b538382e|746204a9-edb3-2e41-b8c1-49ed199f3ca7|query|
-754172278|10327790661360|11|do_not_call|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|0|query|
-748321417|10327803392931|19|sugar_login|57e13e27-5310-a481-19a9-49e90701cc89|1|query|
-747897802|10327794367142|13|lead_source|cdbf56f2-09ee-44e0-cd81-49f9f344287e|Public Relations|query|
-746904131|10327800511828|18|description|8612aaa4-66e3-adea-9750-49e90731cd13|Private team for will|query|
-740349953|10327786387701|2|account_id|34014e97-88b5-d41d-3a90-4991ed6f9820|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|query|
-738727023|10327790661360|11|title|7b936afa-05a2-31c2-cefc-497df43ffd93|President|query|
-733216092|10327803392931|19|portal_only|746204a9-edb3-2e41-b8c1-49ed199f3ca7|0|query|
-732904180|10327790661360|11|last_name|bc627351-e133-7b99-2040-49ab4e71cac3|Schaffer|query|
-732056294|10327784365113|1|billing_address_country|a52e35d3-a8e6-d47d-3262-497df5441ecd|USA|query|
-730761473|10327803392931|19|receive_notifications|1|1|query|
-729443818|10327786387701|2|name|542c5954-11e9-bdb6-4379-49780dfdf366|Partnership with SugarCRM|query|
-724917717|10327790661360|11|phone_mobile|3f5f73ca-f02b-9c74-792f-49a5fc482060|(408) 439-5270|query|
-721781912|10327790661360|11|email1|7be805e7-b1db-2dee-6ba5-497df43b9033|george.washington@example.com|query|
-716220944|10327790661360|11|primary_address_city|db14046e-62f7-f021-c85f-49aad90fb14a|Berkeley|query|
-713538950|10327800511828|18|id|4840a966-70a1-83cb-24c3-49e7d3cbf3aa|4840a966-70a1-83cb-24c3-49e7d3cbf3aa|query|
-713257704|10327790661360|11|assigned_user_name|7be805e7-b1db-2dee-6ba5-497df43b9033|admin|query|
-712965854|10327792887443|12|lead_source_description|26b41519-18c0-68b9-4f3c-498dec58618f|Googled our product and was very impressed with our website|query|
-711946594|10327790661360|11|primary_address_state|55577cda-5a79-3487-d713-498d2124ac07|NY|query|
-710660816|10327794367142|13|date_modified|99d871ae-a893-4ad3-292b-49f9f1c04375|2009-04-30 18:45:23|query|
-709170653|10327790661360|11|primary_address_city|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|San Francisco|query|
-695885906|10327790661360|11|title|db14046e-62f7-f021-c85f-49aad90fb14a|Chief Scientist|query|
-692388803|10327786387701|2|case_number|81c29b8a-df3b-b2fa-e63c-4991eca0238d|5|query|
-690590933|10327790661360|11|do_not_call|dc38e628-5bcd-5ab5-5fff-497df5448004|0|query|
-689580600|10327786387701|2|date_modified|9dc62200-acbf-7132-ba62-497dfc947808|2009-04-21 01:01:40|query|
-687680674|10327800511828|18|name|73aa2427-a174-c6e8-9cc3-49e9075caaf6|USA East Region|query|
-673456994|10327786387701|2|description|34014e97-88b5-d41d-3a90-4991ed6f9820|BigCo factory in Shenzen reported on 1/25/09 a level of defective parts higher than the agreed 250ppm. Report sent to product quality team on 1/26/09.|query|
-671115841|10327786387701|2|type|34014e97-88b5-d41d-3a90-4991ed6f9820|Product|query|
-670643422|10327790661360|11|date_entered|10d0f082-e969-71aa-91ec-49a841b87e35|2009-04-21 00:56:50|query|
-670499790|10327784365113|1|account_type|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|Analyst|query|
-669315515|10327790661360|11|team_name|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|Global|query|
-660262611|10327800511828|18|description|1|Globally Visible|query|
-654647483|10327803392931|19|id|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|query|
-650812651|10327803392931|19|modified_user_id|57e13e27-5310-a481-19a9-49e90701cc89|1|query|
-650652881|10327790661360|11|date_entered|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|2009-04-21 00:56:51|query|
-650228839|10327790661360|11|id|7be805e7-b1db-2dee-6ba5-497df43b9033|7be805e7-b1db-2dee-6ba5-497df43b9033|query|
-649822870|10327792887443|12|primary_address_city|f1f30c73-fc08-f25f-4c5d-498deb40a246|San Francisco|query|
-646744668|10327790661360|11|team_name|7be805e7-b1db-2dee-6ba5-497df43b9033|(admin)|query|
-642792754|10327790661360|11|lead_source|55577cda-5a79-3487-d713-498d2124ac07|Existing Customer|query|
-640048376|10327803392931|19|date_modified|746204a9-edb3-2e41-b8c1-49ed199f3ca7|2009-04-21 00:56:51|query|
-637447744|10327786387701|2|assigned_user_id|542c5954-11e9-bdb6-4379-49780dfdf366|1|query|
-632744765|10327784365113|1|ticker_symbol|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|BIGC|query|
-631413668|10327784365113|1|billing_address_state|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|CA|query|
-626212480|10327790661360|11|last_name|55577cda-5a79-3487-d713-498d2124ac07|Bossy|query|
-622406519|10327790661360|11|primary_address_street|55577cda-5a79-3487-d713-498d2124ac07|1 Main Ave.|query|
-617734222|10327786387701|2|account_name|34014e97-88b5-d41d-3a90-4991ed6f9820|BigCo|query|
-606404063|10327792887443|12|last_name|1670a6a5-062b-3499-c679-49976fe448a0|Wilson|query|
-594449191|10327784365113|1|assigned_user_id|ad7ee7a3-9c00-186a-5483-4977be678314|1|query|
-591631652|10327784365113|1|phone_fax|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|12222222|query|
-591448414|10327792887443|12|do_not_call|26b41519-18c0-68b9-4f3c-498dec58618f|0|query|
-590411007|10327800511828|18|name|3e370c6d-20ee-7a7c-c091-49e7d3684760|&quot;(admin)&quot;|query|
-588857723|10327790661360|11|date_modified|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|2009-04-21 00:56:51|query|
-586929768|10327803392931|19|portal_only|1|0|query|
-583897189|10327790661360|11|id|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|query|
-582304953|10327790661360|11|title|e80415ce-2841-3e79-5d55-498d1ee7f2bf|Purchasing Manager|query|
-579106935|10327790661360|11|do_not_call|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|0|query|
-576090043|10327790661360|11|assigned_user_name|bc627351-e133-7b99-2040-49ab4e71cac3|admin|query|
-573920222|10327784365113|1|date_modified|44f75229-a44c-82e9-0ec4-4977bfbfca22|2009-04-21 00:59:13|query|
-571190974|10327790661360|11|department|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|Consumer Marketing|query|
-553442639|10327790661360|11|assigned_user_name|dc38e628-5bcd-5ab5-5fff-497df5448004|admin|query|
-553391110|10327790661360|11|date_entered|e80415ce-2841-3e79-5d55-498d1ee7f2bf|2009-04-21 00:56:51|query|
-551638306|10327800511828|18|description|da1f08d2-832e-04d5-1eef-49ed19b595e6|Private team for John Insales|query|
-547973302|10327803392931|19|date_modified|57e13e27-5310-a481-19a9-49e90701cc89|2009-04-17 22:47:49|query|
-546313012|10327790661360|11|assigned_user_id|3d138edf-c68f-98b5-c2f9-49aaee8f2938|1|query|
-546132592|10327800511828|18|id|44eba3ac-78ff-cc0c-854a-49e7d39d166c|44eba3ac-78ff-cc0c-854a-49e7d39d166c|query|
-540422966|10327790661360|11|team_id|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|1|query|
-538148157|10327790661360|11|primary_address_state|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|CA|query|
-528775781|10327786387701|2|date_modified|a4ac1886-180c-a95a-2158-497dfcb60d40|2009-04-21 01:01:40|query|
-527838655|10327786387701|2|account_name|9dc62200-acbf-7132-ba62-497dfc947808|US Government|query|
-526836524|10327786387701|2|case_number|34014e97-88b5-d41d-3a90-4991ed6f9820|4|query|
-525915880|10327800511828|18|name|8612aaa4-66e3-adea-9750-49e90731cd13|(will)|query|
-521612512|10327792887443|12|assigned_user_name|7d6b7c1e-517a-7530-c44c-497df6382707|admin|query|
-518565216|10327790661360|11|team_id|128ee29d-a276-b958-0876-49a6cc346843|1|query|
-516556796|10327784365113|1|billing_address_postalcode|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|11111|query|
-512465435|10327790661360|11|date_entered|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|2009-04-21 00:56:51|query|
-511832531|10327794367142|13|account_name|99d871ae-a893-4ad3-292b-49f9f1c04375|javelin test|query|
-510237075|10327800511828|18|name|d54550b2-9949-0195-28e7-49e907ca213b|Partner Team|query|
-507731710|10327784365113|1|billing_address_city|a52e35d3-a8e6-d47d-3262-497df5441ecd|Washington|query|
-507595025|10327792887443|12|first_name|6307e67c-9b4e-96dd-6877-4994b538382e|John|query|
-505650847|10327803392931|19|date_entered|836367bb-71c2-2925-635e-49e907ca2537|2009-04-17 22:47:49|query|
-505495857|10327790661360|11|id|55577cda-5a79-3487-d713-498d2124ac07|55577cda-5a79-3487-d713-498d2124ac07|query|
-495666474|10327786387701|2|description|9dc62200-acbf-7132-ba62-497dfc947808|testing descriptions|query|
-493871973|10327784365113|1|ticker_symbol|a52e35d3-a8e6-d47d-3262-497df5441ecd|RHOM2|query|
-493578319|10327786387701|2|modified_by_name|34014e97-88b5-d41d-3a90-4991ed6f9820|admin|query|
-492217076|10327800511828|18|private|63e8425e-5a9d-65fe-3e7d-49e9074ffbc4|1|query|
-490491054|10327786387701|2|created_by_name|81c29b8a-df3b-b2fa-e63c-4991eca0238d|admin|query|
-484254757|10327790661360|11|date_modified|7b936afa-05a2-31c2-cefc-497df43ffd93|2009-04-21 00:56:51|query|
-482513089|10327803392931|19|default_team|746204a9-edb3-2e41-b8c1-49ed199f3ca7|da1f08d2-832e-04d5-1eef-49ed19b595e6|query|
-482052748|10327790661360|11|assigned_user_id|3f5f73ca-f02b-9c74-792f-49a5fc482060|1|query|
-478701597|10327792887443|12|account_id|6307e67c-9b4e-96dd-6877-4994b538382e|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|query|
-476915718|10327786387701|2|priority|9dc62200-acbf-7132-ba62-497dfc947808|High|query|
-476378545|10327790661360|11|assigned_user_id|bc627351-e133-7b99-2040-49ab4e71cac3|1|query|
-476237076|10327794367142|13|probability|cdbf56f2-09ee-44e0-cd81-49f9f344287e|88|query|
-472524865|10327790661360|11|primary_address_city|f325bacb-95cc-412c-3b70-49a8a35a5d6a|Phoenix|query|
-471040855|10327803392931|19|date_modified|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|2009-04-17 01:07:52|query|
-470401730|10327784365113|1|description|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|5th manufacturing company in the US, 50 locations Just published by Gartner: Gained market shares in all its markets, 25% growth YoY in the US despite gloomy economy|query|
-469307289|10327803392931|19|created_by|746204a9-edb3-2e41-b8c1-49ed199f3ca7|1|query|
-467821374|10327790661360|11|phone_work|7b936afa-05a2-31c2-cefc-497df43ffd93|555-123-1861|query|
-466433377|10327790661360|11|do_not_call|3d138edf-c68f-98b5-c2f9-49aaee8f2938|1|query|
-465863190|10327784365113|1|billing_address_city|6fb37ee6-b488-3937-781c-49a88f75a7f1|Cupertino|query|
-465155322|10327790661360|11|assigned_user_id|f325bacb-95cc-412c-3b70-49a8a35a5d6a|1|query|
-464725505|10327805072331|21|team_name|2a8ebfd0-9774-8040-234d-49f9f4d09195|(admin)|query|
-464511256|10327790661360|11|assigned_user_name|128ee29d-a276-b958-0876-49a6cc346843|admin|query|
-462861884|10327800511828|18|name|37f8747b-7986-2d85-3d64-49e7d3171704|&quot;Global&quot;|query|
-455828076|10327803392931|19|date_entered|746204a9-edb3-2e41-b8c1-49ed199f3ca7|2009-04-21 00:56:51|query|
-455628553|10327792887443|12|primary_address_postalcode|f1f30c73-fc08-f25f-4c5d-498deb40a246|91234|query|
-452200530|10327792887443|12|date_modified|1670a6a5-062b-3499-c679-49976fe448a0|2009-04-21 01:02:26|query|
-448188241|10327790661360|11|date_modified|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|2009-04-21 00:56:51|query|
-447776069|10327792887443|12|assigned_user_name|26b41519-18c0-68b9-4f3c-498dec58618f|admin|query|
-444888651|10327786387701|2|modified_by_name|a4ac1886-180c-a95a-2158-497dfcb60d40|admin|query|
-443994668|10327803392931|19|user_name|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|Prospecting|query|
-442885483|10327790661360|11|id|7b936afa-05a2-31c2-cefc-497df43ffd93|7b936afa-05a2-31c2-cefc-497df43ffd93|query|
-438964095|10327794367142|13|id|99d871ae-a893-4ad3-292b-49f9f1c04375|99d871ae-a893-4ad3-292b-49f9f1c04375|query|
-436051995|10327790661360|11|primary_address_city|bc627351-e133-7b99-2040-49ab4e71cac3|Southborough|query|
-435823247|10327803392931|19|is_admin|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|0|query|
-433777627|10327792887443|12|status|1670a6a5-062b-3499-c679-49976fe448a0|New|query|
-432237974|10327790661360|11|first_name|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|Michelle|query|
-422612115|10327790661360|11|do_not_call|7b936afa-05a2-31c2-cefc-497df43ffd93|0|query|
-420463510|10327790661360|11|description|db14046e-62f7-f021-c85f-49aad90fb14a|Has revolutinary ideas about how The universe functions.|query|
-419971725|10327792887443|12|title|6307e67c-9b4e-96dd-6877-4994b538382e|chairman|query|
-419514335|10327790661360|11|primary_address_postalcode|3f5f73ca-f02b-9c74-792f-49a5fc482060|94501|query|
-416862006|10327792887443|12|department|3d3649cc-facc-ebf8-c59e-499f3f6dd277|qa|query|
-409582233|10327790661360|11|date_modified|db14046e-62f7-f021-c85f-49aad90fb14a|2009-04-21 00:56:51|query|
-408530777|10327803392931|19|user_name|746204a9-edb3-2e41-b8c1-49ed199f3ca7|John Insales|query|
-403849412|10327790661360|11|team_id|db14046e-62f7-f021-c85f-49aad90fb14a|1|query|
-376471301|10327784365113|1|team_id|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|1|query|
-376449069|10327792887443|12|date_entered|f1f30c73-fc08-f25f-4c5d-498deb40a246|2009-04-21 01:02:26|query|
-375167696|10327790661360|11|primary_address_state|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|NY|query|
-373110852|10327792887443|12|date_entered|7d6b7c1e-517a-7530-c44c-497df6382707|2009-04-21 01:02:26|query|
-371997578|10327784365113|1|team_name|6fb37ee6-b488-3937-781c-49a88f75a7f1|Global|query|
-355343927|10327790661360|11|first_name|10d0f082-e969-71aa-91ec-49a841b87e35|Kate|query|
-348075477|10327784365113|1|name|6fb37ee6-b488-3937-781c-49a88f75a7f1|Starbucks|query|
-347163971|10327790661360|11|date_modified|e80415ce-2841-3e79-5d55-498d1ee7f2bf|2009-04-21 00:56:51|query|
-338240753|10327792887443|12|lead_source|26b41519-18c0-68b9-4f3c-498dec58618f|Web Site|query|
-330476996|10327794367142|13|amount_usdollar|99d871ae-a893-4ad3-292b-49f9f1c04375|1.5|query|
-329761392|10327790661360|11|do_not_call|e80415ce-2841-3e79-5d55-498d1ee7f2bf|1|query|
-324190100|10327790661360|11|department|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|Strategic Planning|query|
-320942730|10327790661360|11|assigned_user_id|7be805e7-b1db-2dee-6ba5-497df43b9033|1|query|
-313504059|10327784365113|1|phone_office|6fb37ee6-b488-3937-781c-49a88f75a7f1|(408) 863-1276|query|
-312940304|10327790661360|11|primary_address_street|e80415ce-2841-3e79-5d55-498d1ee7f2bf|1 Main Ave.|query|
-303891504|10327790661360|11|do_not_call|3f5f73ca-f02b-9c74-792f-49a5fc482060|0|query|
-302918129|10327790661360|11|team_name|3d138edf-c68f-98b5-c2f9-49aaee8f2938|Global|query|
-302610150|10327790661360|11|team_name|e80415ce-2841-3e79-5d55-498d1ee7f2bf|Global|query|
-300368662|10327794367142|13|date_entered|99d871ae-a893-4ad3-292b-49f9f1c04375|2009-04-30 18:45:23|query|
-299070730|10327794367142|13|sales_stage|cdbf56f2-09ee-44e0-cd81-49f9f344287e|Qualification|query|
-297945965|10327803392931|19|modified_user_id|746204a9-edb3-2e41-b8c1-49ed199f3ca7|1|query|
-296979633|10327784365113|1|annual_revenue|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|$5B|query|
-295366251|10327790661360|11|do_not_call|128ee29d-a276-b958-0876-49a6cc346843|0|query|
-287963169|10327790661360|11|title|55577cda-5a79-3487-d713-498d2124ac07|Purchasing Director|query|
-286845806|10327792887443|12|assigned_user_id|7d6b7c1e-517a-7530-c44c-497df6382707|1|query|
-285917959|10327790661360|11|email1|7b936afa-05a2-31c2-cefc-497df43ffd93|web.Lincoln@example.com|query|
-285503142|10327790661360|11|primary_address_state|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|Ca|query|
-283759872|10327784365113|1|team_id|ad7ee7a3-9c00-186a-5483-4977be678314|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
-282805704|10327792887443|12|do_not_call|6307e67c-9b4e-96dd-6877-4994b538382e|0|query|
-282485370|10327800511828|18|private|44eba3ac-78ff-cc0c-854a-49e7d39d166c|0|query|
-282270912|10327786387701|2|date_modified|34014e97-88b5-d41d-3a90-4991ed6f9820|2009-04-21 01:01:40|query|
-279662231|10327790661360|11|last_name|10d0f082-e969-71aa-91ec-49a841b87e35|Bell|query|
